Level	Amplify	Defense Skill	Dodge	Parry	Block	Hit - Melee	Hit - Ranged	Hit - Spell	Crit - Melee	Crit - Ranged	Crit - Spell	Multi-Strike	Readiness	Speed	Resilience - Crit Taken	Resilience - Player Damage	Lifesteal	Haste - Melee	Haste - Ranged	Haste - Spell	Avoidance	Sturdiness	Unused 7	Expertise	Armor Penetration	Mastery	PvP Power	Cleave	Versatility - Damage Done	Versatility - Healing Done	Versatility - Damage Taken	Unused 12
84	97.65182185	2.115789474	28.80728745	28.80728745	9.60242915	11.06720648	11.06720648	11.06720648	19.53036437	19.53036437	19.53036437	0	19.53036437	4.438719175	0	10.09068826	12.42841369	17.29251013	17.29251013	17.29251013	6.103238866	1.953036437	0	11.06720648	0	19.53036437	8.625910931	19.53036437	23.08133971	23.08133971	46.16267942	0
85	99.46018895	2.15497076	29.34075574	29.34075574	9.780251912	11.27215475	11.27215475	11.27215475	19.89203779	19.89203779	19.89203779	0	19.89203779	4.52091768	0	10.27755286	12.6585695	17.61274179	17.61274179	17.61274179	6.21626181	1.989203779	0	11.27215475	0	19.89203779	8.785650022	19.89203779	23.50877193	23.50877193	47.01754387	0
86	103.0769231	2.233333333	30.40769231	30.40769231	10.13589744	11.68205128	11.68205128	11.68205128	20.61538462	20.61538462	20.61538462	0	20.61538462	4.685314686	0	10.65128205	13.11888112	18.25320513	18.25320513	18.25320513	6.442307693	2.061538462	0	11.68205128	0	20.61538462	9.105128205	20.61538462	24.36363637	24.36363637	48.72727274	0
87	106.6936572	2.311695906	31.47462888	31.47462888	10.49154296	12.09194782	12.09194782	12.09194782	21.33873144	21.33873144	21.33873144	0	21.33873144	4.849711691	0	11.02501125	13.57919273	18.89366846	18.89366846	18.89366846	6.668353575	2.133873144	0	12.09194782	0	21.33873144	9.424606388	21.33873144	25.21850079	25.21850079	50.43700159	0
88	110.3103914	2.39005848	32.54156545	32.54156545	10.84718848	12.50184435	12.50184435	12.50184435	22.06207827	22.06207827	22.06207827	0	22.06207827	5.014108698	0	11.39874044	14.03950435	19.5341318	19.5341318	19.5341318	6.89439946	2.206207827	0	12.50184435	0	22.06207827	9.74408457	22.06207827	26.07336523	26.07336523	52.14673046	0
89	113.9271255	2.468421053	33.60850202	33.60850202	11.20283401	12.91174089	12.91174089	12.91174089	22.7854251	22.7854251	22.7854251	0	22.7854251	5.178505705	0	11.77246964	14.49981597	20.17459514	20.17459514	20.17459514	7.120445344	2.27854251	0	12.91174089	0	22.7854251	10.06356275	22.7854251	26.92822966	26.92822966	53.85645933	0
90	115	2.5	34	34	11	13	13	13	23	23	23	0	23	5.227272727	0	12	14.50909091	20	20	20	7.1875	2.3	0	13	0	23	10	23	27	27	54	0
91	135	2.9	40	40	13	15	15	15	27	27	27	0	27	6.136363636	0	14	17.30909091	25	25	25	8.4375	2.7	0	15	0	27	12	27	32	32	64	0
92	160	3.5	47	47	16	18	18	18	32	32	32	0	32	7.272727273	0	17	20.36363636	29	29	29	10	3.2	0	18	0	32	14	32	38	38	76	0
93	190	4.1	56	56	19	22	22	22	38	38	38	0	38	8.636363636	0	20	24.18181818	35	35	35	11.875	3.8	0	22	0	38	17	38	45	45	90	0
94	220	4.8	65	65	22	25	25	25	44	44	44	0	44	10	0	23	28	40	40	40	13.75	4.4	0	25	0	44	19	44	52	52	104	0
95	255	5.5	75	75	25	29	29	29	51	51	51	0	51	11.59090909	0	26	32.58181818	46	46	46	15.9375	5.1	0	29	0	51	23	51	60	60	120	0
96	300	6.500000001	89	89	30	34	34	34	60	60	60	0	60	13.63636364	0	31.00000001	38.18181818	55	55	55	18.75000001	6	0	34	0	60	27	60	71	71	142	0
97	350	7.6	103	103	34	40	40	40	70	70	70	0	70	15.90909091	0	36	44.54545455	64	64	64	21.875	7	0	40	0	70	31	70	83	83	166	0
98	410	8.9	121	121	40	46	46	46	82	82	82	0	82	18.63636364	0	42	52.18181818	75	75	75	25.62500001	8.2	0	46	0	82	36	82	97	97	194	0
99	475	10.3	140	140	47	54	54	54	95	95	95	0	95	21.59090909	0	49	60.58181818	86	86	86	29.6875	9.5	0	54	0	95	42	95	112	112	224	0
100	550	12	162	162	54	62	62	62	110	110	110	0	110	25	0	57	70	100	100	100	34.375	11	0	62	0	110	49	110	130	130	260	0
101	600	13	185	185	56.5	68	68	68	125	125	125	0	122.5	28	0	62	80	114	114	114	38.5	12	0	68	0	125	53	122.5	148	148	296	0
102	650	14	210	210	60	73	73	73	142.5	142.5	142.5	0	137.5	31	0	67	91	130	130	130	42.625	13	0	73	0	142.5	58	135	168.5	168.5	337	0
103	700	15	237.5	237.5	65	79	79	79	162	162	162	0	155	35	0	73	104	148.5	148.5	148.5	48.125	14	0	79	0	162	62	150	192	192	384	0
104	760	17	267.5	267.5	72.5	86	86	86	184.5	184.5	184.5	0	175	40	0	79	118	170	170	170	55	15	0	86	0	184.5	68	167.5	218.5	218.5	437	0
105	825	18	300	300	80	93	93	93	210	210	210	0	197.5	45	0	86	134	193.5	193.5	193.5	61.875	17	0	93	0	210	74	185	248.5	248.5	497	0
106	900	20	335	335	90	101	101	101	238.5	238.5	238.5	0	222.5	50.5	0	93	150	221	221	221	69.4375	18	0	101	0	238.5	80	205	283	283	566	0
107	975	21	372.5	372.5	100	110	110	110	271.5	271.5	271.5	0	250	57	0	101	168	252	252	252	78.375	20	0	110	0	271.5	87	227.5	322	322	644	0
108	1060	23	415	415	112.5	119	119	119	309	309	309	0	280	64	0	110	187	288	288	288	88	21	0	119	0	309	94	250	366.5	366.5	733	0
109	1150	25	462.5	462.5	127.5	130	130	130	351.5	351.5	351.5	0	312.5	71	0	119	207	328.5	328.5	328.5	97.625	23	0	130	0	351.5	102	275	417	417	834	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
110	1250	27	515	515	145	141	141	141	400	400	400	0	350	80	0	130	230	375	375	375	110	25	0	141	0	400	111	300	475	475	950	0
